id	location	interpretation
en_5001	groundbreaking	innovative;innovational / groundbreaking ceremony
en_5008	taste	taste sensation;gustatory sensation;gustatory perception;taste perception / experience
en_5009	vein	venous blood vessel;vena / in vain;vainly
en_5011	contacts	middleman;contact / contact;contact lens
en_5012	kneaded	knead;massage;rub down / need;want;require
en_5013	launch	launching / dejeuner;lunch;tiffin;luncheon
en_5029	now	nowadays;present / no
en_5030	Dick	gumshoe;hawkshaw / proper name
en_5032	hit	impinge on;strike;run into;collide with / come to;strike
en_5035	toast	bread;staff of life;breadstuff / goner
en_5039	buzz	bombilation;bombination / activity
en_5040	wait	delay;waiting;postponement;time lag;hold / weightiness;weight
en_5042	worked	work out;puzzle out;work;solve;lick;figure out / work out;exercise
en_5043	pointless	unpointed / otiose;senseless;wasted;superfluous;purposeless
en_5044	Hugh	proper name / chromaticity;hue
en_5052	Nick	notch;snick / proper name
en_5055	bare	strip;denudate;denude / brook;suffer;stick out;digest;put up;stomach;bear;endure;stand;abide;support;tolerate
en_5058	frondly	frond / well disposed;friendly;well-disposed
en_5066	docked	dock / dock
en_5069	split	rive;cleave / separate;part
en_5070	strain	stress;tense up;try;tense / filter;filter out;sift;filtrate;separate out;sieve;puree
en_5074	high	high up / mellow
en_5077	catch	catch up / cetchup;catsup;tomato ketchup;ketchup
en_5086	skinny	the skinny;poop;low-down;dope / weedy;scraggly;scrawny;bony;scraggy;boney;underweight
en_5097	Otto	proper name / automobile;auto;car;machine;motorcar
en_5098	float	swim / value
en_5100	poodles	poodle dog;poodle / puddle;pool
en_5101	spruced	smarten up;spruce up;slick up;spruce / spruce
en_5104	doc	doctor;Dr.;MD;medico;physician / pier;wharf;wharfage;dock
en_5111	lied	lie / lie
en_5113	putter	putting iron / putter around;potter;potter around
en_5116	peace	harmony;concord;concordance / piece;part
en_5121	channels	TV channel;channel;television channel / transmission
en_5125	blow	stroke / puff
en_5128	Nat	proper name / gnat
en_5135	working	work out / work out;exercise
en_5138	beat	round / musical rhythm;rhythm
en_5145	turn	prove;turn out;come out;turn up / spread out;rotate;turn out;splay
en_5148	remains	stiff;cadaver;corpse;clay / rest;remain;stay
en_5149	deer	cervid / darling;near;dear;good;beloved
en_5150	toll	fee / cost;price
en_5156	raft	float / flock;deal;stack;pile;hatful;mass;mess;mickle;quite a little;lot;mint;mountain;passel;pot;muckle;sight;wad;heap;spate;tidy sum;great deal;batch;peck;plenty;good deal;slew
en_5157	sentence	string of words;word string;linguistic string / time;prison term
en_5158	flop	give;give way;cave in;break;founder;collapse;fall in / fall through;founder;fall flat
en_5163	agitating	shake;agitate / foment;stir up;agitate
en_5164	patent	patent of invention / manifest;plain;unmistakable;evident;palpable;apparent
en_5165	swell	crestless wave / slap-up;old;dandy;great;cracking;nifty;keen;not bad;groovy;peachy;bang-up;corking;neat;bully;smashing
en_5168	lathering	lather / express joy;express mirth;laugh
en_5169	board	plank / world-weary;bored;blase
en_5172	grade	score;mark / fade out;fade;languish;dissolve;fade away;wither
en_5179	body	torso;trunk / system;scheme
en_5181	Doug	proper name / dig;excavation;dig out;turn over;digging;delve;cut into
en_5188	eagle	bird of Jove / equal
en_5190	ascent	climb;acclivity;rising;upgrade;ascension;raise;rise;ascending / assent;acquiescence
en_5196	bases	base of operations;base / bag;base
en_5199	auction	vendue;auction sale / action
en_5202	spotted	patched;spotty / descry;spot;espy;spy
en_5204	taxed	revenue enhancement;tax;taxation / textual matter;text
en_5207	acquit	assoil;clear;discharge;exonerate;exculpate / discontinue;give up;cease;lay off;stop;foreswear;relinquish;quit;renounce
en_5211	triggered	trigger;gun trigger / trip;spark;spark off;trigger off;activate;set off;touch off;actuate;trigger
en_5220	bubbled	bubble / double;duplicate
en_5221	caws	caw / cause
en_5222	band	dance band;dance orchestra / censor;ban
en_5224	rounded	round up / round;round off;round out;round down
en_5227	tablets	tablet / tablet;tab;pill;lozenge
en_5229	relish	gusto;zest;zestfulness / condiment
en_5233	singed	singe;swinge / sin;transgress;trespass
en_5235	Dusty	dust-covered / proper name
en_5242	Cosign	co-sign / cos;cosine
en_5249	trifle	pudding;pud / a trifle;a little;a bit
en_5250	drone	drone on / bee
en_5263	hilariously	uproariously / Sir Edmund Hillary;Sir Edmund Percival Hillary;Edmund Hillary;Hillary
en_5266	boot	additionally;to boot / reboot;bring up
en_5270	mine	explosive device / mind
en_5273	unleash	let go;release;relinquish;let go of / let go;release;relinquish;let go of
en_5278	led	lead / pencil lead;lead
en_5286	flat	plane;level / apartment
en_5302	tiers	tier / tears;crying;weeping
en_5308	faculties	mental faculty;module;faculty / staff;faculty
en_5309	marching	marching music;march / March;Mar
en_5312	wrote	write / rote;rote learning
en_5313	Peas	pea plant;pea / peace
en_5315	pool	excavation / organization;organisation
en_5323	mint	mint candy / flock;deal;stack;pile;hatful;mass;raft;mess;mickle;quite a little;lot;mountain;passel;pot;muckle;sight;wad;heap;spate;tidy sum;great deal;batch;peck;plenty;good deal;slew
en_5334	spin	rendition;interpretation;rendering / twirl;twist;twisting;whirl
en_5336	serpentine	snakelike;snaky / oil of turpentine;spirit of turpentine;turps;turpentine
en_5339	cramming	get up;cram;drum;bone;mug up;swot up;grind away;bone up;swot / jampack;chock up;cram;jam;wad;ram
en_5342	stages	phase;stage / stage
en_5346	kicking	kick / give up;kick
en_5348	guts	sand;grit;moxie;gumption;backbone / intestine;gut;bowel
en_5350	go	go down on;fellate;suck;blow / descend;come down;fall;go down
en_5354	lie	prevarication / position;place
en_5359	degree	level;grade / temperature unit
en_5363	moor	Moslem;Muslim / more than;more
en_5364	shots	injection;shot / nip;shot
en_5365	elementary	unproblematic;uncomplicated;simple / chemical element;element
en_5367	flat	apartment / plane;level
en_5370	flea	ectoparasite;epizoan;epizoon;insect;ectozoon;ectozoan / gratuitous;costless;free;complimentary;gratis
en_5372	tee	golf tee / tea
en_5373	copse	brush;brushwood;thicket;coppice / cop;copper;bull;fuzz;pig
en_5375	reservations	reserve;reservation / booking;reservation
en_5378	hardened	set / case-hardened;hard-boiled
en_5384	calves	calf / calf;sura
en_5389	Jung	Carl Gustav Jung;Carl Jung / young;immature
en_5393	calf	young mammal / sura
en_5395	drawing	draw / draw
en_5396	gravely	soberly;staidly / grave;tomb
en_5397	isis	Egyptian deity / frappe;ice
en_5403	draw	delineate;trace;line;describe / pull;pull in;draw in;attract
en_5418	parish	jurisdiction;community / pass away;choke;die;perish;croak;pass;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off
en_5425	revolution	change;alteration;modification / gyration;rotation
en_5428	complex	building complex / feeling
en_5435	rocking	rock;shake;sway / rock;stone
en_5439	taste	taste sensation;gustatory sensation;gustatory perception;taste perception / appreciation;perceptiveness;discernment
en_5441	space	area;country;amorphous shape;location / outer space
en_5442	plastered	sloshed;pie-eyed;blind drunk;smashed;soaked;stiff;pissed;squiffy;besotted;wet;soused;sozzled;blotto;cockeyed;tight;fuddled;loaded;pixilated;crocked;slopped / sealed
en_5450	sine	sin / subscribe;sign
en_5455	drive	trait / ride
en_5456	odor	olfactory property;scent;smell;odour;aroma / order
en_5462	mourned	mourn / morning time;forenoon;morn;morning
en_5465	reword	rephrase;paraphrase / reward;wages;payoff
en_5469	drive	operate;control / hit
en_5471	fuelish	fuel / foolish
en_5475	fly	dipteron;two-winged insects;dipteran;dipterous insect / fly front
en_5488	stoop	stoep / crouch;bend;bow
en_5492	candidly	frankly;honestly / proper name
en_5494	played	run down;sap;play out;exhaust;tire / play out
en_5506	sundays	Lord's Day;Sunday;Dominicus;Sun / sundae;ice-cream sundae
en_5511	stick	stick to;bind;hold fast;adhere;bond / stick to;stick with;follow
en_5512	parts	voice;part / piece;part
en_5514	fine	mulct;amercement / okay;o.k.;cool;ok;hunky-dory;all right
en_5516	flour	food product;foodstuff / flower
en_5517	peas	pea / peace
en_5519	duel	affaire d'honneur / twofold;dual;two-fold;three-fold;threefold;double;treble
en_5521	yam	sweet potato / be
en_5525	interest	involvement / fixed costs;fixed cost;fixed charge
en_5529	suite	musical composition;composition;piece;piece of music;opus / gratifying;sweet
en_5533	ruler	swayer / rule
en_5536	yeti	abominable snowman / yet
en_5548	depth	deepness / profundity;deepness;astuteness;profoundness
en_5553	spayed	spay;neuter;castrate;alter / proper name
en_5554	developed	grow;develop / develop
en_5555	beat	be / scramble
en_5559	weight	physical property / weightiness
en_5561	bravely	courageously / brave
en_5567	ghost	ghostwriter / psyche;soul
en_5573	submerged	submerge;submerse / submerge;overwhelm;drown
en_5579	Jim	proper name / gymnasium;gym
en_5580	sole	flatfish;food fish / individual;someone;person;soul;somebody;mortal
en_5585	group	grouping / mathematical group
en_5586	bamboozled	pull the wool over someone's eyes;snow;bamboozle;hoodwink;play false;lead by the nose / bamboo
en_5587	skeleton	lower limit;minimum / systema skeletale;skeletal system;frame
en_5588	LAN	local area network / country;land;state
en_5589	blew	blow / fuck up;flub;bobble;mess up;louse up;bollocks up;bodge;fumble;ball up;bollocks;mishandle;botch up;botch;bollix;screw up;muck up;bungle;muff;blow;spoil;foul up;bumble;fluff;bollix up
en_5590	taxis	hack;taxicab;cab;taxi / revenue enhancement;tax;taxation
en_5592	standards	standard;criterion / standard;banner
en_5593	fit	mode;style;manner;way;fashion / accommodate;suit
en_5596	bries	Brie / gentle wind;breeze;air;zephyr
en_5600	key	device / central;primal;fundamental;cardinal
en_5602	fly	hurridly;on the fly / dipteron;two-winged insects;dipteran;dipterous insect
en_5605	spatial	spacial / special;exceptional;particular;especial
en_5609	Czech	European / check out
en_5611	engorgement	feeding;eating / battle;engagement;fight;conflict
en_5612	boringly	tiresomely;tediously / drill;bore
en_5621	rugged	tough / carpeting;rug;carpet
en_5625	croak	pass away;choke;die;perish;pass;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off / cronk
en_5631	hacker	coder;programmer;software engineer;computer programmer / hack;whoop
en_5632	males	male person;male / postal service;mail;post;mail service
en_5633	still	stock-still / apparatus;setup
en_5637	grippe	influenza;flu / grip;grasp
en_5638	elimination	evacuation;voiding;excreting;excretion / reasoning by elimination
en_5639	soul	psyche / sole;exclusive
en_5640	chants	chant / luck;fortune;chance;hazard
en_5645	irrigation	provision;supplying;supply / annoyance;irritation;annoying;vexation
en_5647	hate	hatred / country;body politic;nation;res publica;land;commonwealth;state
en_5651	Hoosiery	Hoosier;Indianan / hosiery;hose
en_5656	deal	move;act / mete out;lot;dish out;shell out;dispense;dole out;administer;deal out;distribute;parcel out;allot
en_5657	interest	involvement / fixed costs;fixed cost;fixed charge
en_5661	stampede	group action / postage;stamp;postage stamp
en_5663	net	net profit;profits;earnings;lucre;net income;profit / trap
en_5664	broth	soup / breath
en_5672	flag	signalize;sign;signalise;emblem;signal;mark / ease off;ease up;slacken off
en_5674	Reptiles	reptilian;reptile / tile
en_5676	hi	hullo;how-do-you-do;howdy;hello / high
en_5678	pistol	handgun;side arm;shooting iron / pistil
en_5682	pacific	Pacific Ocean / specific
en_5686	rune	runic letter / downfall;ruin;ruination
en_5696	catch	gimmick / haul
en_5704	brail	braille / bail
en_5707	Urdu	Sanskritic language;Sanskrit / coif;hair style;coiffure;hairdo;hairstyle
en_5711	tops	A-one;super;ace;crack;tiptop;first-rate;top-notch;topnotch / top
en_5712	deeds	title;deed;deed of conveyance / works
en_5713	charged	charge;appoint / charge
en_5720	packeting	packet / pack
en_5724	cryptically	mysteriously;enigmatically / crypt
en_5729	battery	electric battery / accumulation;aggregation;assemblage;collection
en_5731	aches	ache;aching / egg
en_5738	gracefully	graciously / grace;thanksgiving;blessing
en_5739	bale	sheaf;hoard;compile;accumulate;amass;bundle;roll up;collect;pile up / bail;bond;bail bond
en_5742	pudding	dessert;sweet;afters / cast;redact;couch;put;frame
en_5747	designs	figure;design;pattern / aim;purpose;design;intent;intention
en_5754	dribbling	dribble;carry / slobber;slaver;drool;slabber;dribble;drivel
en_5757	CD	compact disc;compact disk / seedy;scruffy
en_5759	fit	go / harmonize;consort;accord;agree;harmonise;concord;fit in
en_5760	weak	imperfect;frail;fallible / week;hebdomad
en_5765	weight	exercising weight;free weight / oppression;oppressiveness
en_5769	brace	steel oneself against;brace oneself for;prepare for;steel onself for / orthodontic braces;braces
en_5776	lichen	fungus / equate;compare;liken
en_5777	take	have;accept / take in;have;consume;ingest
en_5781	expire	run out / pass away;choke;die;perish;croak;pass;conk;go;kick the bucket;drop dead;exit;snuff it;cash in one's chips;buy the farm;give-up the ghost;decease;pop off
en_5784	floor	flooring / right
en_5786	phony	dissimulator;phoney;pretender;dissembler;hypocrite / pony
en_5789	bang	charge;flush;kick;thrill;boot;rush / clap;eruption;blast;bam
en_5793	pocket	take / pouch
en_5798	retainer	consideration / dental appliance
en_5799	dimes	dime / time
en_5801	swept	sweep;broom / sweep off;sweep away
en_5805	toto	in toto / proper name
en_5806	hertz	cycles/second;cycle per second;Hz;cps;cycle / anguish;ache;pain;smart;hurt
en_5811	Disney	Walt Disney;Walter Elias Disney / dizzy;woozy;giddy;vertiginous
en_5833	Rex	proper name / wreck
en_5839	scores	score / dozens;rafts;oodles;scads;stacks;loads;gobs;wads;heaps;slews;lots;score;tons;lashings;piles
en_5842	went	go out / go out
en_5843	prime	prime quantity / blossom;bloom;flush;peak;efflorescence;flower;heyday
en_5846	layers	layer / bed;layer
en_5847	got	get;acquire / receive;get
en_5852	screwed	fuck up;flub;bobble;mess up;louse up;bollocks up;bodge;fumble;ball up;bollocks;mishandle;botch up;botch;bollix;screw up;muck up;bungle;muff;blow;spoil;foul up;bumble;fluff;bollix up / screw
en_5861	eon	aeon / neon;Ne;atomic number 10
en_5863	loop	Jordan curve;simple closed curve / inner circle;clique;coterie;pack;ingroup;camp
en_5864	drooling	drool;salivate / slobber;slaver;drool;slabber;dribble;drivel
en_5865	clauses	clause;article / proper name
en_5866	barn	farm building / have;deliver;birth;bear;give birth
en_5871	plane	airplane;aeroplane / plain
en_5875	limelight	glare;public eye;spotlight / lime
en_5878	differentiate	dissimilate / cipher;compute;figure;work out;cypher;calculate;reckon
en_5884	bat	chiropteran / lid;chapeau;hat
en_5893	puck	hockey puck / smack;peck
en_5894	simile	image;figure;trope;figure of speech / similar;alike;like
en_5904	dough	intermixture;mixture;concoction / bread;cabbage;lucre;dinero;simoleons;scratch;lettuce;boodle;lolly;gelt;moolah;shekels;loot;clams;pelf;kale;sugar;wampum
en_5910	vision	sight;visual sense;visual sensation;visual modality / imaginativeness;imagination
en_5915	fall	fall out / move;locomote;go;travel
en_5920	Parkay	proper name / parquet floor;parquet
en_5922	pruned	prune / cut;prune;rationalise;rationalize
en_5929	broke	break with / break;break off;snap off
en_5933	illuminating	enlightening;illumine;light;illume;light up;informative;illuminate / straighten out;crystalise;clear up;crystallise;clear;crystalize;sort out;shed light on;crystallize;elucidate;enlighten;illuminate
en_5943	collect	take in / pull together;gather;garner
en_5959	touch	trace;ghost;signature / touching
en_5964	degrees	academic degree;degree / degree
en_5966	cavity	dental caries;tooth decay;caries / cavum;bodily cavity
en_5967	watt	W / lots;a lot;a good deal;a great deal;much;very much
en_5968	slay	murder;polish off;hit;dispatch;bump off;off;remove / sleigh;sledge;sled
en_5969	Callous	indurate;pachydermatous / callus;callosity
en_5971	haddock	Melanogrammus aeglefinus / cephalalgia;head ache;headache
en_5977	potential	potential drop;electric potential;potential difference;voltage / potency;potentiality
en_5980	fledgling	newcomer;neophyte;freshman;entrant;starter;fledgeling;newbie / fledgeling
en_5992	bar	saloon;taproom;ginmill;barroom / legal profession;legal community
en_5993	contain	take;hold / hold in;control;check;curb;hold;moderate
en_5996	faintest	lightheaded;deliquium;light;swoon;conk;light-headed;syncope;pass out;swooning;faint / faint
en_6001	lease	contract / least
en_6004	connections	joining;connector;connection;connexion;connective;connecter / connection
en_6006	Sin	sinning / thin
en_6009	discarded	put away;discard;cast aside;thrown-away;throw away;cast-off;chuck out;fling;toss away;toss;cast out;throwaway;toss out;cast away;dispose;throw out / discard
en_6010	breaking	recrudesce;erupt;break out / break;break out;break away
en_6018	point	end;terminal / significance;import;meaning;signification
en_6021	bitingly	bitterly;piercingly;bitter / byte
en_6022	loin	cut;cut of meat / pick up;discover;see;learn;get wind;get a line;find out;hear;get word
en_6028	entranced	captivated;delighted;enthralled;charmed;beguiled / entering;entry;ingress;incoming;entrance
en_6029	flop	fizzle;bust / give;give way;cave in;break;founder;collapse;fall in
en_6034	riot	rioting;public violence / rightfulness;right
en_6042	Art	fine art / proper name
en_6045	fare	transportation / funfair;carnival;fair
en_6046	whined	yammer;whine;snivel;yawp;grizzle / vino;wine
en_6048	aweigh	atrip / away
en_6053	croak	cronk / pass away;choke;die;perish;pass;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off
en_6054	rage	madness;fury / furor;cult;craze;fad;furore
en_6056	expire	run out / pass away;choke;die;perish;croak;pass;conk;go;kick the bucket;drop dead;exit;snuff it;cash in one's chips;buy the farm;give-up the ghost;decease;pop off
en_6061	blazes	blazing;blaze / blaze;hell
en_6067	beat	trounce;crush;beat out;shell;vanquish / scramble
en_6068	see	comprehend;perceive / realise;understand;realize
en_6071	saucily	freshly;pertly;impertinently;impudently / teeterboard;teeter-totter;teetertotter;seesaw;teeter;tilting board;dandle board
en_6080	balance	difference;equality;remainder / equilibrium
en_6085	feat	effort;exploit / human foot;foot;pes
en_6089	impact	striking;contact;impinging / wallop
en_6090	vault	bank vault / hurdle
en_6092	draw	interpret;represent / puff;drag
en_6097	delivery	bringing / manner of speaking;speech
en_6099	buoys	buoy / boy;male child
en_6101	lied	song;vocal / lie
en_6102	fall	autumn / spill;tumble
en_6104	cloves	clove / wearing apparel;dress;apparel;clothes
en_6108	condiments	condiment / prophylactic;safety;rubber;safe;condom
en_6110	stop	halt / knob
en_6115	mendel	Johann Mendel;Gregor Mendel / doctor;repair;fix;restore;touch on;mend;bushel;furbish up
en_6120	humerus	arm bone / humorous;humourous
en_6130	oddly	funnily;strangely;queerly / odds;betting odds
en_6131	boa	constrictor / son;boy;male child
en_6147	moccary	mocha coffee;mocha / mockery;scoffing;jeering;jeer;scoff
en_6149	rave	dance / review article;review;critical review;critique
en_6152	picking	pick up;gather up;call for;collect / pick up;turn around
en_6154	connections	connection / connector;connection;connexion;connective;connecter
en_6157	pane	window glass;pane of glass / pain;hurting
en_6158	czech	European / check out
en_6167	liquidation	settlement / liquid
en_6169	coolly	nonchalantly;nervelessly / coolie;cooly
en_6174	jester	motley fool;fool / gesture
en_6188	relatively	comparatively / relativity theory;relativity;theory of relativity;Einstein's theory of relativity
en_6191	dryly	laconically;drily / dry;teetotal
en_6193	Stalin	Iosif Vissarionovich Dzhugashvili;Joseph Stalin / drag one's feet;dillydally;procrastinate;drag one's heels;stall;shillyshally;dilly-dally
en_6196	yolk	egg yolk / gag;jest;jape;joke;laugh
en_6202	Naughtily	badly;mischievously / cipher;zip;nada;goose egg;nothing;zippo;zilch;nil;zero;aught;naught;null;cypher;nix
en_6206	upheld	maintain;uphold / support;sustain;hold up;hold
en_6226	haywire	daft;batty;crackers;balmy;barmy;fruity;kooky;cracked;bats;bonkers;loony;loopy;nuts;whacky;nutty;kookie;dotty;round the bend;buggy;loco;wacky;around the bend / awry;amiss;wrong
en_6227	Amazon	Amazon River / proper name
en_6230	rattled	hot and bothered;flustered;perturbed / rattle
en_6236	seize	appropriate;conquer;capture / see
en_6244	level	floor;storey;story / layer;stratum
en_6250	get	swing;get around / get about;get around
en_6252	fuchsia	bush;shrub / time to come;futurity;future;hereafter
en_6254	mist	fog / lose;miss
en_6255	book	publication / rule book
en_6261	boils	reduce;come down;boil down / boil
en_6267	aunts	aunty;aunt;auntie / ant;emmet;pismire
en_6269	hardened	set / case-hardened;hard-boiled
en_6271	dream	ambition;aspiration / dreaming
en_6272	measure	measure up;qualify / mensurate;measure out
en_6277	cut	shorten / hack
en_6279	damn	infernal;goddamn;goddamned;damned;deuced;blame;blessed;darned;goddam;blasted;blamed / dike;dyke;dam
en_6281	cabernet	Cabernet Sauvignon / storage locker;cabinet;locker
en_6284	bay	cry / day
en_6285	incisor	tooth / insider
en_6286	pint	Imperial capacity unit;United States liquid unit;British capacity unit / point in time;point
en_6287	loop	Jordan curve;simple closed curve / inner circle;clique;coterie;pack;ingroup;camp
en_6293	soled	sole;resole / sell
en_6295	Marx	Karl Marx / score;grade;mark
en_6302	piece	musical composition;composition;piece of music;opus / peace
en_6309	faculties	mental faculty;module;faculty / staff;faculty
en_6311	Pillaging	plundering;pillage / tablet;tab;pill;lozenge
en_6312	swallow	get down / comply;follow;abide by
en_6321	stationery	letter paper / stationary
en_6322	roomers	roomer;lodger;boarder / rumor;hearsay;rumour
en_6323	reacting	react;respond / react
en_6331	dealt	deal / deal
en_6334	ironic	ironical / iron;atomic number 26;Fe
en_6350	rolling	get rolling;get moving;get weaving;get started;bestir oneself;get going;get cracking / roll;revolve
en_6355	wailed	ululate;yawl;wail;roar;yaup;howl / whale
en_6357	let	disappoint;let down / take down;bring down;lower;get down;let down
en_6358	still	apparatus;setup / hush;stillness
en_6359	liter	cubic decimetre;litre;l;cubic decimeter / leader
en_6360	mail	post / male
en_6363	moped	minibike;motorbike / moon around;mope;moon about
en_6370	T	to perfection;just right;to the letter;to a T / proper name
en_6371	Sandy	sandlike;arenaceous / proper name
en_6374	tips	backsheesh;baksheesh;bakshish;gratuity;bakshis;tip;pourboire / confidential information;hint;tip;steer;lead;wind
en_6378	hit	effort;exploit;feat / smasher;bang;strike;smash
en_6383	grounds	dregs;settlings / evidence
en_6384	offensively	objectionably;obnoxiously / fence
en_6385	source	beginning;origin;root;rootage / sauce
en_6386	parting	part / split;separate;part
en_6390	peddling	vend;peddle;monger;pitch;hawk;huckster / pedal;bicycle;wheel;cycle;bike
en_6399	margarine	oleomargarine;margarin;marge;oleo / margin;leeway;allowance;tolerance
en_6401	pi	transcendental number / pie
en_6409	latitude	parallel of latitude;parallel;line of latitude / liberty
en_6411	boring	ho-hum;deadening;slow;irksome;wearisome;tiresome;tedious;dull / drilling;drill;bore
en_6414	psalms	Psalm / arm
en_6415	creek	brook / whine;skreak;squeak;screech;creak;screak
en_6417	noted	illustrious;famous;celebrated;famed;far-famed;notable;renowned / note;tone;musical note
en_6418	truffle	earth-ball;earthnut / problem;trouble
en_6421	baroque	Baroque era;Baroque period / broken;busted
en_6422	drill	tool / grooming;training;preparation
en_6423	dolefully	sorrowfully / pogey;pogy;dole
en_6424	volume	mass;bulk / intensity;loudness
en_6426	flash	occurrent;happening;occurrence;natural event / instantly;in a flash;instantaneously;outright
en_6434	show	surface;come out;show up;come on;turn up / show up
en_6437	blustered	bluster / shoot a line;brag;gas;tout;blow;vaunt;boast;bluster;swash;gasconade
en_6446	evilly	wickedly / Eve
en_6449	canons	canon / cannon
en_6450	shucks	shuck / suck;blow
en_6459	rogaine	minoxidil;Loniten / recover;find;retrieve;regain
en_6460	viewpoints	viewpoint;point of view;standpoint;stand / viewpoint;vantage point
en_6461	bullion	ingot;precious metal / talk through one's hat;fake;bullshit;bull
en_6463	cent	penny;centime / fragrance;olfactory property;scent;odor;smell;odour;perfume;aroma
en_6464	shuffle	scuffle;shamble / ruffle;mix
en_6467	chick	biddy / doll;skirt;bird;wench;dame
en_6473	ruefully	contritely;remorsefully / rue
en_6477	ring	sound / band
en_6478	bundle	pile;megabucks;big bucks;big money / sheaf
en_6480	moped	minibike;motorbike / moon around;mope;moon about
en_6482	Chuck	cut of beef / proper name
en_6484	colonels	colonel / kernel;meat
en_6493	busted	broken;wear out;break;wear;fall apart;bust / bust
en_6498	crowns	jacket crown;cap;jacket;crown;crownwork / diadem;crown
en_6502	Ray	beam;electron beam / proper name
en_6503	saw	see through / see
en_6515	screwing	fuck up;flub;bobble;mess up;louse up;bollocks up;bodge;fumble;ball up;bollocks;mishandle;botch up;botch;bollix;screw up;muck up;bungle;muff;blow;spoil;foul up;bumble;fluff;bollix up / screw
en_6517	suede	suede leather / sway;carry;persuade
en_6532	make	bring in;realise;pull in;take in;earn;clear;gain;realize / create;produce
en_6545	Fiat	proper name / destiny;fate
en_6546	grave	tomb / solemn;sedate;sober
en_6555	weather	atmospheric condition;weather condition;conditions / poorly;peaked;under the weather;sickly;unwell;indisposed;seedy;ailing
en_6556	prune	dried fruit / dress;trim;cut back;snip;lop;clip;crop
en_6559	allusion	reference;mention / semblance;illusion
en_6560	rarely	seldom / rare
en_6563	balls	ball / ball;egg;ballock;testis;testicle;bollock;orchis;nut
en_6564	propane	fuel;gas / blasphemous;profane;blue
en_6566	son	Word;Logos / sunlight;sunshine;sun
en_6569	solution	mixture / method
en_6570	lam	getaway / lamb
en_6575	aloud	out loud / allow;permit;let;countenance
en_6580	awl	hand tool / all
en_6586	melting	melt;run;melt down / melt;evaporate;disappear
en_6594	party	political party / social affair;social gathering
en_6605	err	mistake;slip / atmosphere;air;aura
en_6607	heir	inheritor;heritor / mistake;err;slip
en_6609	stairing	stair;step / gaze;stare
en_6613	whiskey	whisky / hazardous;risky;wild
en_6618	fourth	quaternary;4th / forcefulness;strength;force
en_6620	Krill	malacostracan crustacean / kill
en_6634	boiling	seethe;boil / boil
en_6641	ironed	straighten out;put right;iron out / iron;atomic number 26;Fe
en_6643	filling	sub;stand in;fill in;substitute / fill
en_6644	wave	moving ridge / rise
en_6651	taking	take time off;take off / get off the ground;take off
en_6656	spring	bound;leap;jump / springtime
en_6658	gushed	spurt;gush;spirt;spout;jet / gush;rave
en_6659	vein	venous blood vessel;vena / in vain;vainly
en_6664	inn	auberge;hostel;lodge;hostelry / in
en_6665	Pick	take;select;choose;pick out / find fault;blame
en_6669	crummy	tinny;cheesy;chintzy;punk;sleazy;bum;cheap / crumb
en_6670	surplice	vestment / surplus;excess;extra;supererogatory;superfluous;supernumerary;redundant;spare
en_6673	altitude	height / attitude;mental attitude
en_6675	rasped	rasp / raspberry
en_6678	Finn	European / thin
en_6686	dye	colour;color;discolour;discolor / pass away;choke;die;perish;croak;pass;conk;go;kick the bucket;drop dead;exit;snuff it;expire;cash in one's chips;buy the farm;give-up the ghost;decease;pop off
en_6687	Abstinence	self-denial;self-control;self-discipline / absence
en_6693	table	defer;prorogue;put over;remit;hold over;set back;postpone;shelve;put off / furniture;piece of furniture;article of furniture
en_6696	resort	last resort;pis aller / holiday resort;resort hotel
en_6700	plant	set / engraft;imbed;embed;implant
en_6702	Marshall	marshal / proper name
en_6705	cavity	dental caries;tooth decay;caries / pit
en_6709	admitted	admit;acknowledge / admit;let in;intromit;allow in
en_6711	perches	perch / purchase
en_6713	iris	membrane;tissue layer / Irish people;Irish
en_6716	daze	shock;stupor / day
en_6718	atmosphere	ambience;ambiance / air
en_6721	coaxed	wheedle;palaver;sweet-talk;cajole;blarney;coax;inveigle / Coke;Coca Cola
en_6729	touch	touching / trace;ghost
en_6731	ships	ship / chips;fries;french fries;french-fried potatoes
en_6735	board	table / bored;blase
en_6740	Romaines	romaine;romaine lettuce;cos lettuce;cos / Roman
en_6742	charged	accuse;charge / charge
en_6748	derangements	mental unsoundness;unbalance;derangement / arrangement
en_6750	soots	soot / suit
en_6753	chicken	wimp;crybaby / Gallus gallus
en_6758	draw	interpret;represent / pull;pull in;draw in;attract
en_6761	caustically	vitriolically / cost;price;monetary value
en_6764	weight	physical property / wait;waiting
en_6770	ova	egg cell;ovum / over;concluded;all over;ended;complete;terminated
en_6771	scratch	from scratch / prick;slit;incision;dent
en_6773	roundly	bluffly;flat out;bluntly;brusquely / round;circular
en_6777	turfed	turf;sward;sod;greensward / eject;boot out;turn out;turf out;chuck out;exclude
en_6780	compliment	congratulate / complement
en_6788	pin	bowling pin / fastener;holdfast;fixing;fastening
