id_en	text_en	text_clean	manual_location	manual_type	manual_alternative	generated_location	generated_type	generated_alternative	phrase_en
en_6902	We'll never run out of math teachers because they always multiply.	We'll never run out of math teachers because they always multiply.	multiply	homographic	multiply	multiply	homographic	increase	multiply
en_6905	"Sign on a broken perfume bottle,'' Out of odor ''."	"Sign on a broken perfume bottle,"" Out of odor ""."	odor	homophonic	order	odor	homophonic	order	out of order
en_6909	A veterinarian knows how to make a dog heal.	A veterinarian knows how to make a dog heal.	heal	homophonic	heel	heal	homophonic	heel	make a dog heel
en_691	"''I'm just an ordinary soldier,'' Tom admitted privately."	"I'm just an ordinary soldier, he admitted privately."	privately	homophonic	private	soldier	homophonic	solder	ordinary soldier
en_6913	I get my large circumference from too much pi.	I get my large circumference from too much pi.	pi	homophonic	pie	pi	homophonic	pie	too much pie
en_6914	What keeps a dock floating above water? Pier pressure.	What keeps a dock floating above water? Pier pressure.	pier	homophonic	peer	pier	homophonic	peer	peer pressure
en_6919	"Wanting to buy his girlfriend a gift that she was sure to appreciate, Bugs Bunny decided that something on the order of twenty - four carats would be about right."	"Wanting to buy his girlfriend a gift that she was sure to appreciate, Bugs Bunny decided that something on the order of twenty-four carats would be about right."	carats	homophonic	carrots	carats	homophonic	carrots	twenty-four carats
en_6922	Dateline London: Eccentric ornithologist travels to foreign land to teach pigeon English.	Dateline London: Eccentric ornithologist travels to foreign land to teach pigeon English.	pigeon	homophonic	pidgin	pigeon	homophonic	pidgin	pigeon English
en_6932	A professor without a pointer may find that his lecture is pointless.	A professor without a pointer may find that his lecture is pointless.	pointless	homographic	pointless	pointless	homographic	having no point or purpose	pointless lecture
en_695	I heard about this new governing document that says people can only go to the bathroom one per day. It's called the Constipation.	I heard about this new governing document that says people can only go to the bathroom one per day. It's called the Constipation.	constipation	homophonic	constitution	Constipation	homophonic	Constitution	governing document
en_6950	3. 142 Tom enumerated piously.	3.142 he enumerated piously.	piously	homophonic	pi	he	homophonic	Pi	3.142
en_6951	The mother kangaroo tried to instill good financial habits in her baby. She told him to pocket all his allowance.	The mother kangaroo tried to instill good financial habits in her baby. She told him to pocket all his allowance.	pocket	homographic	pocket	pocket	homographic	keep	pocket all his allowance
en_6966	The mathematician worked at home because he only functioned in his domain.	The mathematician worked at home because he only functioned in his domain.	domain	homographic	domain	domain	homographic	field	functioned in his domain
en_6990	"OLD CHEMISTS never die, they just lose their refluxes."	"Old chemists never die, they just lose their refluxes."	refluxes	homophonic	reflexes	refluxes	homophonic	reflexes	"Old soldiers never die, they just fade away"
en_6997	"A family went to watch a 007 movie at the theatre, it was a bonding experience."	"A family went to watch a 007 movie at the theatre, it was a bonding experience."	bonding	homophonic	bond	bonding	homographic	Bond	bonding experience
en_6998	"The airlines have become so cash - strapped, they charged me for my emotional baggage."	"The airlines have become so cash-strapped, they charged me for my emotional baggage."	baggage	homographic	baggage	baggage	homographic	issues	emotional baggage
en_7	Can you read music? the bandleader asked notably.	Can you read music? the bandleader asked notably.	notably	homophonic	note	read	homographic	interpret	read music
en_70	"If a horse could predict the weather, it would probably say that the weather is stable."	"If a horse could predict the weather, it would probably say that the weather is stable."	stable	homographic	stable	stable	homographic	barn	the weather is stable
en_700	Many are content to live in a coal mine and never see the son.	Many are content to live in a coal mine and never see the son.	son	homophonic	sun	son	homophonic	sun	see the sun
en_701	OLD HAIRDRESSERS never dye... or cut.	Old hairdressers never dye... or cut.	dye	homophonic	die	dye	homophonic	die	old soldiers never die
en_7013	Yesterday a cow saved my life - it was bovine intervention.	Yesterday a cow saved my life-it was bovine intervention.	bovine	homophonic	divine	bovine	homophonic	divine	divine intervention
en_7020	Photography developers occasionally have serious emulsional problems.	Photography developers occasionally have serious emulsional problems.	emulsional	homophonic	emotional	emulsional	homophonic	emotional	emotional problems
en_7024	Piano players are considered to be Baldwin they lose their hair.	Piano players are considered to be Baldwin they lose their hair.	baldwin	homophonic	balding	Baldwin	homophonic	bald when	lose their hair
en_703	To become an electrician you have to pass a battery of tests.	To become an electrician you have to pass a battery of tests.	battery	homographic	battery	battery	homographic	series	battery of tests
en_7031	The doctor couldn't transfer the organs because he didn't have the guts to do it.	The doctor couldn't transfer the organs because he didn't have the guts to do it.	guts	homographic	guts	guts	homographic	courage	have the guts
en_7039	"''I have a gift for you,'' said Tom presently."	"I have a gift for you, he said presently."	presently	homophonic	present	presently	homographic	present	gift for you
en_7049	"On being served an extravagant dessert: ''So rich, it has its own tax shelters.''"	"On being served an extravagant dessert: ""So rich, it has its own tax shelters."""	rich	homographic	rich	rich	homographic	wealthy	its own tax shelters
en_7059	A doctor's mistakes go six feet under; a dentist's cover an acre.	A doctor's mistakes go six feet under; a dentist's cover an acre.	acre	homophonic	ache	cover	homographic	conceal	cover an acre
en_7064	Some rappers are good but others are Ludacris.	Some rappers are good but others are Ludacris.	ludacris	homographic	ludacris	Ludacris	homophonic	ludicrous	are good but others are
en_7067	"Jesus did the only extreme world makeover, the flood"	"Jesus did the only extreme world makeover, the flood"	makeover	homographic	makeover	makeover	homographic	renovation	world makeover
en_707	She's a composer who has scores of works to her credit.	She's a composer who has scores of works to her credit.	scores	homographic	scores	scores	homographic	a large number	scores of works
en_7076	May the 4th be with you.	May the 4th be with you.	4th	homophonic	force	4th	homophonic	force	May the force be with you
en_708	"Old math profs never die, they just can't differentiate."	"Old math profs never die, they just can't differentiate."	differentiate	homographic	differentiate	differentiate	homographic	distinguish	never die
en_7087	Why didn't the little boy ask the flight attendant for a snack? He didn't have the nuts.	Why didn't the little boy ask the flight attendant for a snack? He didn't have the nuts.	nuts	homographic	nuts	nuts	homophonic	guts	have the guts
en_7095	"OLD BATHERS never die, they just wade away."	"Old bathers never die, they just wade away."	wade	homophonic	fade	wade	homophonic	fade	fade away
en_7096	Two banks with different rates have a conflict of interest.	Two banks with different rates have a conflict of interest.	interest	homographic	interest	rates	homophonic	rivals	conflict of interest
en_7097	I was struggling to figure out how lightning works then it struck me.	I was struggling to figure out how lightning works then it struck me.	struck	homographic	struck	struck	homographic	understood	it struck me
en_7101	A thief who stole a calendar got twelve months.	A thief who stole a calendar got twelve months.	got	homographic	got	months	homographic	sentence	got twelve months
en_7105	Some business graphs are full of legend.	Some business graphs are full of legend.	legend	homographic	legend	legend	homographic	story	full of legend
en_7108	"If gophers become extinct, the hole ecosystem will die."	"If gophers become extinct, the hole ecosystem will die."	hole	homophonic	whole	hole	homophonic	whole	whole ecosystem
en_7109	"OLD UNIVERSITY PRESIDENTS never die, they just lose their faculties"	"Old university presidents never die, they just lose their faculties"	faculties	homographic	faculties	faculties	homographic	mental	lose their faculties
en_7117	"A lot of trees were dying, but they needed to figure out the root of the problem."	"A lot of trees were dying, but they needed to figure out the root of the problem."	root	homographic	root	root	homographic	cause	root of the problem
en_7125	"A boating accident between the yacht, Red Dawn, and the schooner, Blue Lagoon, left the survivors marooned."	"A boating accident between the yacht, Red Dawn, and the schooner, Blue Lagoon, left the survivors marooned."	marooned	homophonic	maroon	marooned	homographic	maroon	left the survivors marooned
en_7126	Graveyard workers really dig their jobs.	Graveyard workers really dig their jobs.	dig	homographic	dig	dig	homographic	enjoy	dig their jobs
en_7133	A lovely lady who lost her watch became a timeless beauty.	A lovely lady who lost her watch became a timeless beauty.	timeless	homographic	timeless	timeless	homographic	eternal	timeless beauty
en_7136	Don't argue with a bomb inventor - he might blow up at you.	Don't argue with a bomb inventor-he might blow up at you.	blow	homographic	blow	blow	homographic	explode	blow up at you
en_7138	Sailors like to seas opportunities.	Sailors like to seas opportunities.	seas	homophonic	sieze	seas	homophonic	seize	seize opportunities
en_7154	There's a new magnetic steam iron that makes your clothes attractive.	There's a new magnetic steam iron that makes your clothes attractive.	attractive	homographic	attractive	attractive	homographic	charming	makes attractive
en_7155	French bankers are known for their franc talk.	French bankers are known for their franc talk.	franc	homophonic	frank	franc	homophonic	frank	frank talk
en_7159	"When I had my PlayStation stolen, my family were there to console me."	"When I had my PlayStation stolen, my family were there to console me."	console	homographic	console	console	homophonic	consoles	console me
en_7165	"She was only a Electrician's daughter, but she certainly had good connections."	"She was only a Electrician's daughter, but she certainly had good connections."	connections	homographic	connections	connections	homographic	relationships	good connections
en_7167	She was only a Sailor's daughter and how she loved seamen.	She was only a Sailor's daughter and how she loved seamen.	seamen	homophonic	see men	seamen	homophonic	semen	loved seamen
en_717	Don't expect to eat something fancy when you're flying because it's plane food.	Don't expect to eat something fancy when you're flying because it's plane food.	plane	homophonic	plain	plane	homophonic	plain	plane food
en_7170	All students in Helsinki go to Finnish school.	All students in Helsinki go to Finnish school.	finnish	homophonic	finishing	Finnish	homophonic	finish	go to Finnish school
en_7172	"I was going to buy a book on phobias, but I was afraid it wouldn't help me."	"I was going to buy a book on phobias, but I was afraid it wouldn't help me."		homographic		afraid	homographic	fearful	afraid it wouldn't help me
en_7173	Underpaid weather forecasters predicted a storm of protest.	Underpaid weather forecasters predicted a storm of protest.	storm	homographic	storm	storm	homographic	uproar	storm of protest
en_7174	"OLD ELECTRICIANS never die, they just lose their resistance."	"Old electricians never die, they just lose their resistance."	resistance	homographic	resistance	resistance	homographic	persistence	lose their resistance
en_7180	High on a ladder he saw a beautiful girl below. He fell for her.	High on a ladder he saw a beautiful girl below. He fell for her.	fell	homographic	fell	fell	homographic	became infatuated	fell for her
en_7182	"OLD HOCKEY PLAYERS never die, they just achieve their final goal."	"Old hockey players never die, they just achieve their final goal."	goal	homographic	goal	goal	homographic	death	achieve their final goal
en_7187	My fear of planes has taken off.	My fear of planes has taken off.	taken	homographic	taken	taken	homographic	increased	taken off
en_7191	"OLD STOREKEEPERS never die, they just sale away."	"Old storekeepers never die, they just sale away."	sale	homophonic	sail	sale	homophonic	sail	sail away
en_7194	"I'm dying, Tom croaked."	"I'm dying, he croaked."	croaked	homographic	croaked	croaked	homophonic	croaked	I'm dying
en_7195	"Old accountants never die, they just lose their balance."	"Old accountants never die, they just lose their balance."	balance	homographic	balance	balance	homographic	equilibrium	lose their balance
en_7196	When crazy glue was invented lots of people became attached to it.	When crazy glue was invented lots of people became attached to it.	attached	homographic	attached	attached	homographic	adhered	became attached to
en_7202	"For the woman who wore size 13, finding shoes that fit was no small feat."	"For the woman who wore size 13, finding shoes that fit was no small feat."	feat	homophonic	feet	feat	homophonic	feet	no small feat
en_7205	Conjoined twins aren't the only twins with special connections.	Conjoined twins aren't the only twins with special connections.	connections	homographic	connections	connections	homographic	relationships	special connections
en_7208	"It was the first time she'd seen a live sponge on display, and she really soaked it in."	"It was the first time she'd seen a live sponge on display, and she really soaked it in."	soaked	homographic	soaked	soaked	homographic	absorbed	soaked it in
en_721	"The pope, on his 2008 tour in the United States, skipped Mass."	"The pope, on his 2008 tour in the United States, skipped Mass."	mass	homographic	mass	skipped	homographic	missed	skipped Mass
en_7216	If you work in a forestry company you will probably have to log your time.	If you work in a forestry company you will probably have to log your time.	log	homographic	log	log	homographic	record	log your time
en_7219	"''I was the first to climb Mount Everest,'' said Tom hilariously."	"I was the first to climb Mount Everest, he said hilariously."	hilariously	homophonic	hillary	hilariously	homophonic	Hillary	he said hilariously
en_7222	The tightrope walker gently took a step at a time and always wore diamond - laced slippers. The spectators always would stare in awe at the tightrope walker's feat.	The tightrope walker gently took a step at a time and always wore diamond-laced slippers. The spectators always would stare in awe at the tightrope walker's feat.	feat	homophonic	feet	feat	homophonic	feet	step at a time
en_7224	"Doctor, Doctor I feel like a pair of curtains - Well pull yourself together then. Next."	"Doctor, Doctor I feel like a pair of curtains-Well pull yourself together then. Next."	pull	homographic	pull	pull	homographic	organize	pull yourself together
en_7227	"''This is where I keep my arrows,'' said Tom quiveringly."	"This is where I keep my arrows, he said quiveringly."	quiveringly	homophonic	quiver	quiveringly	homographic	quiver	quiver with arrows
en_723	"At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings."	"At the urban renewal site, contractors were simultaneously tearing down and erecting. It was interesting to watch them razing all those buildings."	razing	homophonic	raising	raze	homophonic	raise	tearing down and erecting
en_7238	"OLD BOTANISTS never die, they're just deflowered."	"Old botanists never die, they're just deflowered."	deflowered	homographic	deflowered	deflowered	homographic	deflowered	never die
en_7239	"''I'm waiting to see the doctor,'' said Tom patiently."	"I'm waiting to see the doctor, he said patiently."	patiently	homophonic	patient	patiently	homographic	patient	waiting to see the doctor
en_725	My name is Otto. I'm a car mechanic.	My name is Otto. I'm a car mechanic.	otto	homophonic	auto	Otto	homophonic	auto	name is Otto
en_7258	"When the waiter told me they were out of corn I said, 'That really shucks.'"	"When the waiter told me they were out of corn I said, 'That really shucks.'"	shucks	homophonic	sucks	shucks	homophonic	sucks	that really sucks
en_7277	Money doesn't grow on sprees.	Money doesn't grow on sprees.	sprees	homophonic	trees	sprees	homophonic	trees	money doesn't grow on trees
en_7279	"In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses."	"In his free time, my son in college hunts deer and sells the meat. He says the doe helps him with his expenses."	doe	homophonic	dough	doe	homophonic	dough	helps him with his expenses
en_7282	"She was only a Catcher's daughter, but she had many balls bounce off her chin."	"She was only a Catcher's daughter, but she had many balls bounce off her chin."	balls	homographic	balls	balls	homophonic	bawls	many balls bounce off her chin
en_7292	"She was only a Fruit vendor's daughter, but, my, she had big melons."	"She was only a Fruit vendor's daughter, but, my, she had big melons."	melons	homographic	melons	melons	homographic	breasts	big melons
en_7296	"OLD GROCERS never die, they just get shelved."	"Old grocers never die, they just get shelved."	shelved	homographic	shelved	shelved	homographic	retired	get shelved
en_731	Galois wanted to assemble his own group.	Galois wanted to assemble his own group.	group	homographic	group	group	homographic	mathematical_set	assemble his own group
en_7318	A cook made pancakes flippantly.	A cook made pancakes flippantly.	flippantly	homophonic	flip	flippantly	homophonic	flip	flipping pancakes
en_7319	My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there.	My friend was fired from his job at the road department for stealing. I have to say I saw it coming. The last time I was at his house all the signs were there.	signs	homographic	signs	signs	homographic	road	all the signs were there
en_7332	Guerrilla warfare is more than just throwing a banana.	Guerrilla warfare is more than just throwing a banana.	guerrilla	homophonic	gorilla	Guerrilla	homophonic	gorilla	throwing a banana
en_7345	I can Harley wait to get my motorbike license.	I can Harley wait to get my motorbike license.	harley	homophonic	hardly	Harley	homophonic	hardly	hardly wait
en_7348	"''There's room for one more,'' Tom admitted."	"There's room for one more, he admitted."	admitted	homophonic	admit	room	homographic	space	room for one more
en_7352	A contest held by fire fighters is called a 'match'.	A contest held by fire fighters is called a 'match'.	match	homographic	match	match	homographic	competition	held a match
en_7365	"I'm a Soviet agent in England, said Tom bluntly."	"I'm a Soviet agent in England, he said bluntly."	bluntly	homophonic	blunt	agent	homographic	representative	Soviet agent
en_7366	You should never drink beyond the pint of no return.	You should never drink beyond the pint of no return.	pint	homophonic	point	pint	homophonic	point	point of no return
en_7368	Darwin said he'd have to see what evolved.	Darwin said he'd have to see what evolved.	evolved	homographic	evolved	evolved	homographic	developed	see what developed
en_7374	To plan a graveyard you need a skeleton idea before a detailed plan.	To plan a graveyard you need a skeleton idea before a detailed plan.	skeleton	homographic	skeleton	skeleton	homographic	basic	skeleton idea
en_7382	"Waiter, I'll have my bill now. - How did you find your steak, sir? - Oh, I just moved the potato and there it was."	"Waiter, I'll have my bill now.-How did you find your steak, sir?-Oh, I just moved the potato and there it was."	find	homographic	find	find	homographic	located	find your steak
en_7383	"Doctor, doctor, I keep thinking I'm a billiard ball. - Get back in the queue. Next."	"Doctor, doctor, I keep thinking I'm a billiard ball.-Get back in the queue. Next."	queue	homophonic	cue	queue	homophonic	cue	Get back in the queue
en_7384	The bald man decided to consider a hair transplant to rogaine his confidence in looking younger.	The bald man decided to consider a hair transplant to rogaine his confidence in looking younger.	rogaine	homophonic	regain	rogaine	homophonic	regain	regain his confidence
en_7386	The couple grew fruit trees and lived to a ripe old age.	The couple grew fruit trees and lived to a ripe old age.	ripe	homographic	ripe	ripe	homographic	mature	ripe old age
en_7402	Authors can be very PENsive.	Authors can be very PENsive.	pensive	homophonic	pen	PENsive	homophonic	pen	authors can be
en_7406	Cousteau was submerged in his work.	Cousteau was submerged in his work.	submerged	homographic	submerged	submerged	homographic	engrossed	submerged in his work
en_7421	My sweet mother got so old she granulated.	My sweet mother got so old she granulated.	granulated	homographic	granulated	granulated	homophonic	deteriorated	got so old
en_7432	"I noticed that the sun was out, and nobody had bothered to relight it."	"I noticed that the sun was out, and nobody had bothered to relight it."	out	homographic	out	out	homographic	extinguished	the sun was out
en_7436	"My mate swallowed a cordless vacuum cleaner, they took him to hospital and he is picking up nicely."	"My mate swallowed a cordless vacuum cleaner, they took him to hospital and he is picking up nicely."	picking	homographic	picking	picking	homographic	recovering	picking up nicely
en_7438	What did the nice girl say when her date invited her home to see his stamp collection? 'Philately will get you nowhere'.	What did the nice girl say when her date invited her home to see his stamp collection? 'Philately will get you nowhere'.	philately	homophonic	flattery	Philately	homophonic	Flattery	Flattery will get you nowhere
en_7444	"She was only a Carpenter's daughter, but she knows every vise."	"She was only a Carpenter's daughter, but she knows every vise."	vise	homophonic	vice	vise	homophonic	vice	every vice
en_7454	To teach someone how to build a compass you have to be good at giving directions.	To teach someone how to build a compass you have to be good at giving directions.	directions	homographic	directions	directions	homographic	instructions	giving directions
en_747	"The plums for sale dried out, so the profits were pruned."	"The plums for sale dried out, so the profits were pruned."	pruned	homophonic	prune	pruned	homographic	trimmed	profits were pruned
en_7474	Trophy shops often will give customers floss with their purchase to eliminate plaque problems.	Trophy shops often will give customers floss with their purchase to eliminate plaque problems.	plaque	homographic	plaque	plaque	homographic	award	plaque problems
en_7478	"If there is a hypocrite between you and the church, he is closer to god than you."	"If there is a hypocrite between you and the church, he is closer to god than you."	closer	homographic	closer	closer	homographic	nearer	closer to god
en_748	"- Call me a taxi. - OK, you're a taxi."	"- Call me a taxi.-OK, you're a taxi."	call	homographic	call	call	homographic	name	call me a taxi
en_7488	"In War of the Worlds, humans survived the attack because of their unalienable right to life."	"In War of the Worlds, humans survived the attack because of their unalienable right to life."	unalienable	homophonic	alien	unalienable	homophonic	unalienable	unalienable right to life
en_7489	''Are you homosexual?'' Tom queried gaily.	Are you homosexual? he queried gaily.	gaily	homophonic	gay	gaily	homographic	happily	queried gaily
en_7494	When longshoremen show up late for work they get docked.	When longshoremen show up late for work they get docked.	docked	homographic	docked	docked	homographic	penalized	get docked
en_7496	The key to changing your performance ability is by tuning out criticism and staying musically octave.	The key to changing your performance ability is by tuning out criticism and staying musically octave.	octave	homophonic	active	octave	homophonic	active	staying musically active
en_75	The unveiling of the statue was a monumental occasion.	The unveiling of the statue was a monumental occasion.	monumental	homophonic	monument	monumental	homographic	massive	monumental occasion
en_7508	"The waiter was shocked when I asked for my salad to be served naked. I explained, no dressing please."	"The waiter was shocked when I asked for my salad to be served naked. I explained, no dressing please."	dressing	homographic	dressing	naked	homophonic	nude	served naked
en_754	The Vikings landed during thunder and lightning and took the city by storm.	The Vikings landed during thunder and lightning and took the city by storm.	storm	homographic	storm	storm	homographic	attack	took the city by storm
en_7540	"OLD BUS DRIVERS never die, they just take a turn for the worse."	"Old bus drivers never die, they just take a turn for the worse."	turn	homographic	turn	turn	homographic	worsen	take a turn for the worse
en_7547	OLD BOWLERS never die they just end up in the gutter.	Old bowlers never die they just end up in the gutter.	gutter	homographic	gutter	gutter	homographic	failure	end up in the gutter
en_7554	I dropped a tub of margarine in the kitchen and ended up with a Parkay floor.	I dropped a tub of margarine in the kitchen and ended up with a Parkay floor.	parkay	homophonic	parquet	Parkay	homophonic	parquet	Parkay floor
en_7560	Is that pure rump roast? Nothing butt.	Is that pure rump roast? Nothing butt.	butt	homophonic	but	butt	homophonic	but	nothing but
en_7564	A cow that is pampered too much will give spoiled milk.	A cow that is pampered too much will give spoiled milk.	spoiled	homographic	spoiled	spoiled	homographic	ruined	spoiled milk
en_7581	"He was trying to sell me new windows, but his motivations were transparent."	"He was trying to sell me new windows, but his motivations were transparent."	transparent	homographic	transparent	transparent	homographic	obvious	motivations were transparent
en_7582	"OLD GAMBLERS never die, they just get discarded."	"Old gamblers never die, they just get discarded."	discarded	homographic	discarded	discarded	homophonic	dead	"old soldiers never die, they just fade away"
en_7593	The manufacturing of t - shirts has really cotton.	The manufacturing of t-shirts has really cotton.	cotton	homophonic	caught on	cotton	homophonic	caught on	caught on
en_7604	Astronauts work in a nice atmosphere.	Astronauts work in a nice atmosphere.	atmosphere	homographic	atmosphere	atmosphere	homographic	environment	nice atmosphere
en_7608	Airline pilots make many friends in high places.	Airline pilots make many friends in high places.	high	homographic	high	places	homographic	positions	high places
en_761	"''She even flies her own jet,'' Tom leered."	"She even flies her own jet, he leered."	leered	homophonic	leer	flies	homographic	pants	flies her own jet
en_7611	If you work in a tire factory you have to get rolling every morning.	If you work in a tire factory you have to get rolling every morning.	rolling	homographic	rolling	rolling	homographic	moving	get rolling
en_7612	"One gruelingly intense month into the year - long diet regimen, the overwhelmed patient concluded she could not stand the weight."	"One gruelingly intense month into the year-long diet regimen, the overwhelmed patient concluded she could not stand the weight."	weight	homophonic	wait	weight	homophonic	wait	stand the weight
en_762	"He was almost persuaded to invest in a poultry farm, but chickened out at the last minute."	"He was almost persuaded to invest in a poultry farm, but chickened out at the last minute."	chickened	homophonic	chicken	chickened	homographic	retreated	chickened out
en_7636	"A bacteria walked into a bar and the bartender said, 'We don't serve bacteria in this place.' The bacteria said, 'But I work here, I'm staph.'"	"A bacteria walked into a bar and the bartender said, 'We don't serve bacteria in this place.' The bacteria said, 'But I work here, I'm staph.'"	staph	homophonic	staff	staph	homophonic	staff	I work here
en_7637	An electric company is always looking for high energy employees.	An electric company is always looking for high energy employees.	energy	homographic	energy	energy	homographic	enthusiastic	high energy employees
en_7639	"''There, there,'' was Tom's pat answer."	"There, there, was his pat answer."	pat	homographic	pat	there	homographic	their	pat answer
en_7652	The orange squeezer was invented with some juicy information.	The orange squeezer was invented with some juicy information.	juicy	homographic	juicy	juicy	homographic	interesting	juicy information
en_7655	If you work in a bakery you may have to take on many roles.	If you work in a bakery you may have to take on many roles.	roles	homophonic	rolls	roles	homophonic	rolls	take on many roles
en_7658	"OLD GEOGRAPHERS never die, they just become legends."	"Old geographers never die, they just become legends."	legends	homographic	legends	legends	homographic	maps	become legends
en_7673	"She was only a Columnist's daughter, but she's always chasing wild roomers."	"She was only a Columnist's daughter, but she's always chasing wild roomers."	roomers	homophonic	rumors	roomers	homophonic	rumors	chasing wild rumors
en_7680	Fishers often wet their appetite.	Fishers often wet their appetite.	wet	homophonic	whet	wet	homophonic	whet	whet their appetite
en_7696	"OLD GEOMETRY TEACHERS never die, they just go off on a tangent."	"Old geometry teachers never die, they just go off on a tangent."	tangent	homographic	tangent	tangent	homographic	diversion	go off on a tangent
en_7697	The fish were shy - obviously koi.	The fish were shy-obviously koi.	koi	homophonic	coy	koi	homophonic	coy	The fish were shy
en_771	"I've been to a film festival in the South of France, said Tom cannily."	"I've been to a film festival in the South of France, he said cannily."	cannily	homophonic	cannes	cannily	homophonic	Cannes	in the South of France
en_7724	She wanted to be a weaver but there were always too many snags.	She wanted to be a weaver but there were always too many snags.	snags	homographic	snags	snags	homographic	obstacles	too many snags
en_773	"In the winter, some horses are Friesian."	"In the winter, some horses are Friesian."	friesian	homophonic	freezing	Friesian	homophonic	freezing	In the winter
en_7732	"My name is Phillip, I'm a service station attendant."	"My name is Phillip, I'm a service station attendant."	phillip	homophonic	philips	Phillip	homophonic	fill-up	fill-up
en_7739	Some people still think that writing long stories is a novel idea.	Some people still think that writing long stories is a novel idea.	novel	homographic	novel	novel	homographic	book	novel idea
en_7740	A politician who had been an astronomer was always saying'no comet '.	A politician who had been an astronomer was always saying'no comet '.	comet	homophonic	comment	comet	homophonic	comment	no comment
en_7747	She had two different jobs as a chef which gave her a full plate.	She had two different jobs as a chef which gave her a full plate.	plate	homographic	plate	plate	homographic	schedule	full plate
en_7749	OLD DOCTORS never die they just lose their patience.	Old doctors never die they just lose their patience.	patience	homophonic	patients	patience	homophonic	patients	lose patience
en_7751	"My name is Victor, and I'm a winner in everything I do."	"My name is Victor, and I'm a winner in everything I do."	victor	homographic	victor	Victor	homophonic	victor	I'm a winner
en_7753	Two rites make a wrong where bigamy is concerned.	Two rites make a wrong where bigamy is concerned.	rites	homophonic	rights	rites	homophonic	rights	Two wrongs don't make a right
en_7754	"He threw jello at his wife, who had him arrested for carrying a congealed weapon."	"He threw jello at his wife, who had him arrested for carrying a congealed weapon."	congealed	homophonic	concealed	congealed	homophonic	concealed	carrying a concealed weapon
en_7757	The fine print is usually a clause for suspicion.	The fine print is usually a clause for suspicion.	clause	homophonic	cause	clause	homophonic	claws	the fine print
en_7759	"OLD ELECTRICIANS never die, they just lose their spark."	"Old electricians never die, they just lose their spark."	spark	homographic	spark	spark	homographic	energy	lose their spark
en_7762	One palm tree said to another 'let's have a date.'	One palm tree said to another 'let's have a date.'	date	homographic	date	date	homographic	fruit	have a date
en_7766	Exposure to the Son prevents burning	Exposure to the Son prevents burning	son	homophonic	sun	Son	homophonic	sun	Exposure to the sun
en_7783	The anesthesiologist's computer has an ethernet connection.	The anesthesiologist's computer has an ethernet connection.	ethernet	homophonic	ether	ethernet	homophonic	ether	ether connection
en_7790	"After the lawyer flushed the toilet, it went to the suer."	"After the lawyer flushed the toilet, it went to the suer."	suer	homophonic	sewer	suer	homophonic	sewer	went to the sewer
en_7796	A boy who instinctively waves at people has a natural hi.	A boy who instinctively waves at people has a natural hi.	hi	homophonic	high	hi	homophonic	high	natural high
en_7798	Did you hear about that new drug that makes people angry? It's all the rage now.	Did you hear about that new drug that makes people angry? It's all the rage now.	rage	homographic	rage	rage	homographic	fashionable	all the rage
en_78	"The racers all had shorts on that were too small for them, so it was a tight race."	"The racers all had shorts on that were too small for them, so it was a tight race."	tight	homographic	tight	tight	homographic	close	tight race
en_7801	Rental agents offer quarters for dollars.	Rental agents offer quarters for dollars.	quarters	homographic	quarters	quarters	homophonic	quarters	quarters for dollars
en_7804	"The All - Pro wide receiver's wedding was a little bit shaky, but his reception was excellent."	"The All-Pro wide receiver's wedding was a little bit shaky, but his reception was excellent."	reception	homographic	reception	reception	homographic	event	his reception was excellent
en_7815	Don't get lost in the mist or else you won't have the foggiest idea where you are.	Don't get lost in the mist or else you won't have the foggiest idea where you are.	foggiest	homophonic	foggy	foggiest	homographic	fog	foggiest idea
en_7817	Computer programs for gambling need beta testing.	Computer programs for gambling need beta testing.	beta	homophonic	bet	beta	homophonic	better	beta testing
en_7818	"My name is Charity, a televangelist"	"My name is Charity, a televangelist"	charity	homographic	charity	Charity	homophonic	charity	none
en_782	The sailor called his girlfriend's belly ring a naval destroyer.	The sailor called his girlfriend's belly ring a naval destroyer.	naval	homophonic	navel	naval	homophonic	navel	naval destroyer
en_7832	The weekend reporter sailed through the newscasts while the anchor was aweigh.	The weekend reporter sailed through the newscasts while the anchor was aweigh.	aweigh	homophonic	away	aweigh	homophonic	away	anchor was aweigh
en_7847	When the beekeeper moved into town he created quite a buzz.	When the beekeeper moved into town he created quite a buzz.	buzz	homographic	buzz	buzz	homographic	excitement	create quite a buzz
en_7852	I was caught studying the periodic table in English class. It was an elementary mistake.	I was caught studying the periodic table in English class. It was an elementary mistake.	elementary	homophonic	elements	elementary	homographic	simple	elementary mistake
en_7853	OLD GOLFERS never die they just putter away.	Old golfers never die they just putter away.	putter	homographic	putter	putter	homophonic	putter	fade away
en_7854	"She was only a Convict's daughter, but she sure knew all of the bars."	"She was only a Convict's daughter, but she sure knew all of the bars."	bars	homographic	bars	bars	homographic	prison	knew all of the bars
